"CR","Tracking #","Target DB","Migrated On","Migrated By","CR Type"
"CR014187","HRS-60467","HRS","09/24/2021  4:32:30PM","00274593","CODE"
"CR014191","HRS-60339","HRS","09/24/2021  4:32:06PM","00274593","CODE"
"CR014196","HRS-58778","HRS","11/14/2021 10:12:49AM","00379213","CODE"
"CR014197","HRS-60435","HRS","09/14/2021  1:25:50PM","00274593","CODE"
"CR014198","HRS-60307","HRS","10/03/2021  8:02:14AM","00274593","CODE"
"CR014201","HRS-60449","HRS","10/03/2021  8:13:48AM","00274593","CODE"
"CR014202","HRS-60182","HRS","11/15/2021  8:56:57AM","00274593","CODE"
"CR014203","HRS-60387","HRS","09/24/2021  4:32:12PM","00274593","CODE"
"CR014205","HRS-60282","HRS","10/03/2021  8:01:59AM","00274593","CODE"
"CR014207","HRS-60528","HRS","09/22/2021  8:22:19AM","00150774","CODE"
"CR014210","HRS-58767","HRS","10/03/2021  8:01:23AM","00274593","CODE"
"CR014211","HRS-60352","HRS","10/03/2021  8:13:24AM","00274593","CODE"
"CR014214","HRS-60116","HRS","09/24/2021  4:31:44PM","00274593","CODE"
"CR014216","HRS-60551","HRS","09/24/2021  4:32:36PM","00274593","CODE"
"CR014218","HRS-60554","HRS","09/24/2021  4:32:42PM","00274593","CODE"
"CR014222","HRS-60466","HRS","09/24/2021  4:32:24PM","00274593","CODE"
"CR014227","HRS-60372","HRS","10/26/2021  1:58:55PM","00274593","CODE"
"CR014231","HRS-60334","HRS","10/03/2021  8:02:43AM","00274593","CODE"
"CR014232","HRS-60560","HRS","10/03/2021  8:13:59AM","00274593","CODE"
"CR014237","HRS-60557","HRS","10/03/2021  8:13:52AM","00274593","CODE"
"CR014239","HRS-60612","HRS","09/28/2021  2:21:24PM","00274593","CODE"
"CR014240","HRS-60618","HRS","10/03/2021  8:15:12AM","00274593","SCRT"
"CR014241","HRS-60583","HRS","11/01/2021  4:47:20PM","00274593","SCRT"
"CR014242","HRS-60618","HRS","10/03/2021  8:14:03AM","00274593","CODE"
"CR014246","HRS-59462","HRS","11/14/2021 10:12:54AM","00379213","CODE"
"CR014247","HRS-60075","HRS","09/30/2021  1:26:58PM","00274593","CODE"
"CR014248","HRS-60655","HRS","10/03/2021  8:14:13AM","00274593","CODE"
"CR014250","HRS-60657","HRS","10/03/2021  8:14:28AM","00274593","CODE"
"CR014253","HRS-60656","HRS","10/03/2021  8:14:23AM","00274593","CODE"
"CR014254","HRS-60601","HRS","10/11/2021 10:34:27AM","00274593","CODE"
"CR014262","HRS-60704","HRS","10/26/2021  3:28:32PM","00274593","CODE"
"CR014262","HRS-60704","HRS","10/18/2021  4:31:20PM","00274593","CODE"
"CR014264","HRS-60706","HRS","11/14/2021 10:13:34AM","00379213","CODE"
"CR014265","HRS-60666","HRS","10/18/2021  4:31:11PM","00274593","CODE"
"CR014266","HRS-60710","HRS","10/18/2021  4:31:27PM","00274593","CODE"
"CR014269","HRS-60491","HRS","11/29/2021  5:14:20PM","00379213","CODE"
"CR014274","HRS-55986","HRS","11/29/2021  5:14:14PM","00379213","CODE"
"CR014277","HRS-60522","HRS","10/18/2021  4:31:03PM","00274593","CODE"
"CR014279","HRS-60745","HRS","10/18/2021  4:31:35PM","00274593","CODE"
"CR014284","HRS-60208","HRS","11/29/2021  5:17:00PM","00379213","SCRT"
"CR014288","HRS-60352","HRS","11/01/2021  4:40:22PM","00274593","CODE"
"CR014290","HRS-57501","HRS","11/14/2021 10:12:43AM","00379213","CODE"
"CR014291","HRS-60756","HRS","11/01/2021  4:40:40PM","00274593","CODE"
"CR014300","HRS-58966","HRS","10/18/2021  4:38:20PM","00274593","CODE"
"CR014303","HRS-60822","HRS","10/18/2021  4:31:45PM","00274593","CODE"
"CR014312","HRS-60660","HRS","11/14/2021 10:14:33AM","00379213","SCRT"
"CR014313","HRS-60319","HRS","11/01/2021  4:40:14PM","00274593","CODE"
"CR014319","HRS-60864","HRS","11/14/2021 10:13:47AM","00379213","CODE"
"CR014321","HRS-60846","HRS","11/01/2021  4:40:47PM","00274593","CODE"
"CR014325","HRS-60453","HRS","11/14/2021 10:32:16AM","00379213","SCRT"
"CR014326","HRS-60294","HRS","11/14/2021 10:30:19AM","00379213","CODE"
"CR014327","HRS-60291","HRS","11/14/2021 10:25:59AM","00379213","CODE"
"CR014328","HRS-60293","HRS","11/14/2021 10:30:07AM","00379213","CODE"
"CR014330","HRS-60292","HRS","11/14/2021 10:29:57AM","00379213","CODE"
"CR014335","HRS-60897","HRS","12/01/2021 12:06:13PM","00274593","CODE"
"CR014336","HRS-60290","HRS","11/14/2021 10:23:30AM","00379213","CODE"
"CR014337","HRS-60891","HRS","10/27/2021  4:48:24PM","00379213","CODE"
"CR014343","HRS-60895","HRS","11/04/2021  4:40:17PM","00274593","CODE"
"CR014344","HRS-60153","HRS","11/14/2021 10:13:04AM","00379213","CODE"
"CR014347","HRS-60923","HRS","11/01/2021  4:40:58PM","00274593","CODE"
"CR014349","HRS-60772","HRS","11/29/2021  5:14:28PM","00379213","CODE"
"CR014366","HRS-60578","HRS","11/14/2021 10:30:23AM","00379213","CODE"
"CR014369","HRS-60952","HRS","11/29/2021  5:14:34PM","00379213","CODE"
"CR014371","HRS-60950","HRS","11/14/2021 10:32:49AM","00379213","SCRT"
"CR014376","HRS-60823","HRS","11/14/2021 10:13:38AM","00379213","CODE"
"CR014378","HRS-60667","HRS","11/14/2021 10:30:28AM","00379213","CODE"
"CR014379","HRS-60782","HRS","11/14/2021 10:30:49AM","00379213","CODE"
"CR014382","HRS-60982","HRS","11/05/2021  8:50:03AM","00379213","CODE"
"CR014386","HRS-61005","HRS","11/14/2021 10:30:38AM","00379213","CODE"
"CR014387","HRS-60999","HRS","11/14/2021 10:30:43AM","00379213","CODE"
"CR014393","HRS-55496","HRS","11/14/2021 10:27:58AM","00379213","CODE"
"CR014400","HRS-61026","HRS","11/14/2021 10:33:45AM","00379213","SCRT"
"CR014408","HRS-61065","HRS","11/14/2021 10:13:52AM","00379213","CODE"
"CR014421","HRS-60888","HRS","11/18/2021 12:30:43PM","00379213","CODE"
"CR014422","HRS-61110","HRS","11/15/2021  3:30:04PM","00274593","CODE"
"CR014426","HRS-61125","HRS","11/16/2021 11:46:27AM","00274593","CODE"
"CR014427","HRS-60352","HRS","11/19/2021 10:32:40AM","00274593","CODE"
"CR014430","HRS-61131","HRS","11/16/2021  1:16:44PM","00150774","CODE"
"CR014432","HRS-61123","HRS","11/17/2021  1:57:24PM","00274593","CODE"
"CR014433","HRS-61134","HRS","11/16/2021  3:01:08PM","00274593","CODE"
"CR014436","HRS-61143","HRS","11/16/2021  4:47:34PM","00274593","CODE"
"CR014439","HRS-61109","HRS","11/29/2021  5:14:39PM","00379213","CODE"
"CR014440","HRS-61108","HRS","11/29/2021  5:18:11PM","00379213","SCRT"
"CR014442","HRS-61120","HRS","11/29/2021  5:14:46PM","00379213","CODE"
"CR014444","HRS-61129","HRS","11/17/2021  5:11:55PM","00379213","CODE"
"CR014452","HRS-61140","HRS","11/24/2021  9:34:18AM","00274593","CODE"
"CR014457","HRS-61167","HRS","11/24/2021  3:54:20PM","00274593","CODE"
"CR014481","HRS-61256","HRS","12/01/2021  8:11:27PM","00379213","CODE"
