"CR","Tracking #","Target DB","Migrated On","Migrated By","CR Type"
"CR013925","HRS-59989","HRS","07/06/2021  3:04:12PM","00274593","HFIX"
"CR013927","HRS-59177","HRS","07/06/2021  4:42:51PM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/07/2021  1:07:50PM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/07/2021  2:36:42PM","00379213","HFIX"
"CR013931","HRS-59989","HRS","07/08/2021  8:23:44AM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/08/2021  8:59:48AM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/08/2021  9:26:40AM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/08/2021  4:32:04PM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/09/2021  9:07:51AM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/10/2021  7:12:45AM","00274593","HFIX"
"CR013931","HRS-59989","HRS","07/10/2021  1:17:40PM","00274593","HFIX"
"CR013934","HRS-60019","HRS","07/08/2021  8:44:45AM","00274593","HFIX"
"CR013937","HRS-60026","HRS","07/09/2021  8:13:11AM","00274593","HFIX"
"CR013938","HRS-60029","HRS","07/09/2021 11:13:29AM","00274593","HFIX"
"CR013940","HRS-60039","HRS","07/12/2021  1:08:13PM","00379213","HFIX"
"CR013941","HRS-60036","HRS","07/25/2021  8:15:44AM","00274593","SCRP"
"CR013942","HRS-59114","HRS","07/12/2021  2:28:53PM","00379213","HFIX"
"CR013943","HRS-54619","HRS","10/03/2021  8:13:56AM","00274593","SCRP"
"CR013945","HRS-60022","HRS","10/03/2021  8:21:15AM","00274593","SCRP"
"CR013946","HRS-60021","HRS","10/03/2021  8:20:56AM","00274593","SCRP"
"CR013950","HRS-59453","HRS","07/16/2021  6:10:23PM","00274593","HFIX"
"CR013951","HRS-60059","HRS","07/15/2021  9:17:12AM","00274593","HFIX"
"CR013952","HRS-54626","HRS","10/03/2021  8:16:23AM","00274593","SCRP"
"CR013953","HRS-60058","HRS","07/15/2021  9:11:28AM","00274593","HFIX"
"CR013953","HRS-60058","HRS","07/16/2021  8:03:40AM","00379213","HFIX"
"CR013953","HRS-60058","HRS","07/18/2021  8:18:14AM","00274593","HFIX"
"CR013954","HRS-59887","HRS","07/15/2021  9:23:39AM","00274593","HFIX"
"CR013955","HRS-60062","HRS","07/15/2021 10:47:17AM","00379213","HFIX"
"CR013957","HRS-58626","HRS","07/16/2021 10:01:53AM","00274593","HFIX"
"CR013958","HRS-60066","HRS","07/16/2021  1:11:36PM","00274593","HFIX"
"CR013959","HRS-60076","HRS","07/21/2021  1:12:03PM","00274593","HFIX"
"CR013960","HRS-59940","HRS","07/25/2021  8:08:59AM","00274593","SCRP"
"CR013964","HRS-60079","HRS","07/19/2021  3:03:12PM","00274593","HFIX"
"CR013965","HRS-60084","HRS","07/20/2021  8:35:21AM","00274593","HFIX"
"CR013967","HRS-60072","HRS","07/25/2021  8:16:03AM","00274593","SCRP"
"CR013968","HRS-60091","HRS","07/20/2021  1:50:41PM","00379213","HFIX"
"CR013970","HRS-60094","HRS","07/20/2021  5:14:38PM","00274593","HFIX"
"CR013971","HRS-54473","HRS","10/03/2021  8:13:33AM","00274593","SCRP"
"CR013972","HRS-60096","HRS","10/03/2021  8:21:33AM","00274593","SCRP"
"CR013973","HRS-54623","HRS","10/03/2021  8:15:18AM","00274593","SCRP"
"CR013974","HRS-59936","HRS","08/08/2021  8:11:42AM","00274593","SCRP"
"CR013975","HRS-54905","HRS","10/03/2021  8:16:46AM","00274593","SCRP"
"CR013978","HRS-60100","HRS","07/23/2021  7:26:12PM","00379213","HFIX"
"CR013979","HRS-60105","HRS","07/22/2021  2:05:31PM","00274593","HFIX"
"CR013985","HRS-60114","HRS","08/08/2021  8:15:21AM","00274593","SCRP"
"CR013986","HRS-60081","HRS","07/23/2021  8:54:26AM","00274593","HFIX"
"CR013989","HRS-60121","HRS","07/23/2021  7:30:19PM","00379213","HFIX"
"CR013996","HRS-60130","HRS","07/26/2021  1:56:29PM","00274593","SCRP"
"CR014001","HRS-60135","HRS","07/27/2021  9:40:05AM","00274593","HFIX"
"CR014003","HRS-60137","HRS","07/27/2021  3:56:41PM","00274593","HFIX"
"CR014006","HRS-60143","HRS","08/08/2021  8:15:38AM","00274593","SCRP"
"CR014008","HRS-60155","HRS","08/02/2021  8:32:47AM","00379213","HFIX"
"CR014009","HRS-60157","HRS","07/27/2021  7:12:14PM","00379213","HFIX"
"CR014010","HRS-60160","HRS","07/28/2021  9:44:26AM","00274593","HFIX"
"CR014021","HRS-60170","HRS","07/28/2021  4:11:08PM","00379213","HFIX"
"CR014024","HRS-60170","HRS","07/28/2021  4:35:03PM","00274593","HFIX"
"CR014025","HRS-60144","HRS","08/05/2021 11:31:45PM","00274593","SCRP"
"CR014026","HRS-60174","HRS","07/29/2021  9:58:07AM","00274593","HFIX"
"CR014026","HRS-60174","HRS","07/29/2021 12:07:27PM","00274593","HFIX"
"CR014030","HRS-60181","HRS","07/29/2021  3:47:20PM","00274593","HFIX"
"CR014032","HRS-60106","HRS","09/05/2021  8:24:39AM","00379213","SCRP"
"CR014034","HRS-60186","HRS","07/30/2021 12:17:27PM","00274593","HFIX"
"CR014035","HRS-60190","HRS","07/30/2021  2:52:33PM","00274593","HFIX"
"CR014036","HRS-60191","HRS","07/30/2021  3:28:37PM","00274593","HFIX"
"CR014038","HRS-60194","HRS","08/02/2021  9:36:27AM","00274593","HFIX"
"CR014039","HRS-60192","HRS","08/02/2021 10:44:10AM","00274593","HFIX"
"CR014042","HRS-60196","HRS","08/02/2021  2:11:53PM","00274593","HFIX"
"CR014043","HRS-60197","HRS","08/02/2021  4:38:51PM","00274593","HFIX"
"CR014045","HRS-60199","HRS","08/03/2021 12:12:44PM","00274593","HFIX"
"CR014046","HRS-60204","HRS","08/03/2021 10:21:14AM","00274593","HFIX"
"CR014050","HRS-60203","HRS","08/08/2021  8:15:50AM","00274593","SCRP"
"CR014053","HRS-59450","HRS","09/05/2021  8:24:03AM","00379213","SCRP"
"CR014054","HRS-60209","HRS","08/06/2021  8:22:09AM","00274593","HFIX"
"CR014055","HRS-60200","HRS","08/05/2021  2:21:38PM","00274593","HFIX"
"CR014056","HRS-59501","HRS","12/27/2021  6:22:48PM","00274593","SCRP"
"CR014057","HRS-59327","HRS","08/23/2021 10:14:36AM","00379213","HFIX"
"CR014068","HRS-60246","HRS","08/10/2021 11:31:33AM","00274593","HFIX"
"CR014068","HRS-60246","HRS","08/10/2021 11:42:47AM","00274593","HFIX"
"CR014068","HRS-60246","HRS","08/10/2021 11:44:19AM","00274593","HFIX"
"CR014069","HRS-59443","HRS","09/05/2021  8:23:25AM","00379213","HFIX"
"CR014070","HRS-59443","HRS","09/05/2021  8:23:49AM","00379213","SCRP"
"CR014074","HRS-60258","HRS","08/11/2021 11:16:09AM","00274593","HFIX"
"CR014074","HRS-60258","HRS","08/11/2021 11:16:55AM","00274593","HFIX"
"CR014074","HRS-60258","HRS","08/11/2021 11:17:54AM","00274593","HFIX"
"CR014076","HRS-59892","HRS","09/17/2021  4:46:14PM","00379213","HFIX"
"CR014076","HRS-59892","HRS","09/17/2021  4:46:42PM","00379213","HFIX"
"CR014076","HRS-59892","HRS","09/17/2021  4:47:24PM","00379213","HFIX"
"CR014078","HRS-59892","HRS","09/17/2021  5:15:27PM","00379213","HFIX"
"CR014078","HRS-59892","HRS","09/17/2021  5:15:59PM","00379213","HFIX"
"CR014078","HRS-59892","HRS","09/17/2021  5:16:34PM","00379213","HFIX"
"CR014080","HRS-60260","HRS","08/12/2021  9:52:25AM","00274593","HFIX"
"CR014081","HRS-60129","HRS","09/24/2021  4:34:48PM","00274593","SCRP"
"CR014082","HRS-60269","HRS","08/12/2021  2:13:02PM","00274593","HFIX"
"CR014083","HRS-60150","HRS","09/05/2021  8:24:59AM","00379213","HFIX"
"CR014088","HRS-60279","HRS","08/13/2021  5:06:08PM","00379213","HFIX"
"CR014091","HRS-60271","HRS","09/05/2021  8:26:11AM","00379213","SCRP"
"CR014094","HRS-60289","HRS","08/23/2021 12:09:41PM","00274593","SCRP"
"CR014095","HRS-59942","HRS","09/05/2021  8:16:26AM","00379213","SCRP"
"CR014096","HRS-60299","HRS","08/18/2021  4:15:03PM","00274593","SCRP"
"CR014097","HRS-60301","HRS","08/18/2021  4:13:45PM","00274593","SCRP"
"CR014098","HRS-60302","HRS","08/18/2021  4:10:58PM","00274593","SCRP"
"CR014099","HRS-60303","HRS","08/18/2021  4:10:22PM","00274593","SCRP"
"CR014100","HRS-60308","HRS","08/17/2021  9:17:13PM","00274593","HFIX"
"CR014101","HRS-60309","HRS","08/18/2021 10:41:00AM","00150774","HFIX"
"CR014103","HRS-60312","HRS","08/18/2021  1:35:14PM","00274593","HFIX"
"CR014105","HRS-60318","HRS","08/18/2021  4:08:10PM","00274593","HFIX"
"CR014107","HRS-60315","HRS","09/05/2021  8:26:26AM","00379213","SCRP"
"CR014114","HRS-60332","HRS","08/20/2021 10:14:37AM","00274593","HFIX"
"CR014118","HRS-58940","HRS","10/03/2021  8:18:45AM","00274593","SCRP"
"CR014120","HRS-60335","HRS","08/23/2021 12:35:18PM","00150774","HFIX"
"CR014123","HRS-59893","HRS","09/17/2021  5:11:41PM","00379213","HFIX"
"CR014123","HRS-59893","HRS","09/17/2021  5:12:11PM","00379213","HFIX"
"CR014123","HRS-59893","HRS","09/17/2021  5:12:46PM","00379213","HFIX"
"CR014125","HRS-60314","HRS","10/03/2021  8:21:47AM","00274593","SCRP"
"CR014127","HRS-60343","HRS","08/31/2021  9:45:20AM","00274593","HFIX"
"CR014129","HRS-60357","HRS","08/26/2021 11:12:16AM","00150774","HFIX"
"CR014134","HRS-60008","HRS","08/30/2021 11:40:33AM","00150774","HFIX"
"CR014135","HRS-60370","HRS","08/30/2021  2:04:18PM","00150774","HFIX"
"CR014137","HRS-60376","HRS","08/30/2021  3:18:05PM","00274593","HFIX"
"CR014142","HRS-60394","HRS","09/05/2021  8:27:10AM","00379213","SCRP"
"CR014144","HRS-60212","HRS","09/05/2021  8:25:54AM","00379213","SCRP"
"CR014145","HRS-60398","HRS","08/31/2021  2:21:09PM","00274593","HFIX"
"CR014150","HRS-59893","HRS","09/17/2021  5:43:56PM","00379213","HFIX"
"CR014150","HRS-59893","HRS","09/17/2021  5:44:35PM","00379213","HFIX"
"CR014150","HRS-59893","HRS","09/17/2021  5:45:44PM","00379213","HFIX"
"CR014151","HRS-59442","HRS","09/24/2021  3:06:43PM","00274593","HFIX"
"CR014152","HRS-59454","HRS","09/03/2021  1:18:45PM","00274593","HFIX"
"CR014152","HRS-59454","HRS","09/03/2021  4:12:20PM","00274593","HFIX"
"CR014152","HRS-59454","HRS","09/03/2021  4:42:43PM","00379213","HFIX"
"CR014159","HRS-60426","HRS","09/03/2021  2:50:46AM","00274593","HFIX"
"CR014161","HRS-60428","HRS","09/03/2021  8:23:34AM","00274593","HFIX"
"CR014162","HRS-60428","HRS","09/03/2021  8:52:22AM","00274593","HFIX"
"CR014163","HRS-60333","HRS","10/03/2021  8:22:01AM","00274593","HFIX"
"CR014167","HRS-53300","HRS","10/03/2021  8:06:12AM","00274593","SCRP"
"CR014171","HRS-60320","HRS","09/24/2021  4:38:07PM","00274593","SCRP"
"CR014174","HRS-59458","HRS","09/24/2021  2:25:57PM","00274593","HFIX"
"CR014174","HRS-59458","HRS","09/24/2021  2:26:40PM","00274593","HFIX"
"CR014174","HRS-59458","HRS","09/24/2021  2:27:10PM","00274593","HFIX"
"CR014174","HRS-59458","HRS","09/24/2021  2:27:55PM","00274593","HFIX"
"CR014174","HRS-59458","HRS","09/24/2021  2:30:13PM","00274593","HFIX"
"CR014174","HRS-59458","HRS","09/24/2021  2:32:57PM","00274593","HFIX"
"CR014174","HRS-59458","HRS","09/24/2021  2:33:59PM","00274593","HFIX"
"CR014174","HRS-59458","HRS","09/24/2021  2:34:25PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  1:34:11PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  1:36:13PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  1:38:30PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  1:40:06PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  1:41:43PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  1:43:29PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  2:02:07PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  2:21:20PM","00274593","HFIX"
"CR014175","HRS-59455","HRS","09/24/2021  2:24:19PM","00274593","HFIX"
"CR014176","HRS-60434","HRS","09/09/2021 12:49:34PM","00274593","HFIX"
"CR014180","HRS-60377","HRS","10/03/2021  8:23:06AM","00274593","HFIX"
"CR014181","HRS-60454","HRS","09/08/2021 12:42:21PM","00274593","HFIX"
"CR014182","HRS-59897","HRS","10/03/2021  8:20:11AM","00274593","SCRP"
"CR014183","HRS-60349","HRS","10/03/2021  8:22:44AM","00274593","SCRP"
"CR014184","HRS-60471","HRS","09/09/2021  7:00:22AM","00150774","HFIX"
"CR014189","HRS-53819","HRS","10/03/2021  8:13:18AM","00274593","SCRP"
"CR014190","HRS-60471","HRS","09/10/2021  9:03:29AM","00274593","HFIX"
"CR014194","HRS-60476","HRS","10/03/2021  8:23:25AM","00274593","HFIX"
"CR014194","HRS-60476","HRS","10/03/2021  8:23:31AM","00274593","HFIX"
"CR014194","HRS-60476","HRS","10/03/2021  8:23:36AM","00274593","HFIX"
"CR014194","HRS-60476","HRS","10/03/2021  8:23:41AM","00274593","HFIX"
"CR014194","HRS-60476","HRS","10/03/2021  8:23:45AM","00274593","HFIX"
"CR014195","HRS-60480","HRS","09/10/2021  4:38:21PM","00379213","HFIX"
"CR014195","HRS-60480","HRS","09/10/2021  4:38:42PM","00379213","HFIX"
"CR014195","HRS-60480","HRS","09/10/2021  4:38:58PM","00379213","HFIX"
"CR014200","HRS-60504","HRS","09/14/2021 11:11:38AM","00274593","HFIX"
"CR014204","HRS-60514","HRS","10/03/2021  8:24:16AM","00274593","HFIX"
"CR014204","HRS-60514","HRS","10/03/2021  8:24:25AM","00274593","HFIX"
"CR014206","HRS-59500","HRS","12/27/2021  6:22:32PM","00274593","SCRP"
"CR014208","HRS-60525","HRS","09/16/2021  5:17:32PM","00379213","HFIX"
"CR014209","HRS-60510","HRS","09/20/2021 11:42:17AM","00379213","SCRP"
"CR014212","HRS-60301","HRS","09/24/2021  4:35:49PM","00274593","HFIX"
"CR014212","HRS-60301","HRS","09/24/2021  4:36:44PM","00274593","HFIX"
"CR014213","HRS-60530","HRS","09/17/2021  4:48:52PM","00379213","HFIX"
"CR014215","HRS-60550","HRS","09/24/2021  4:38:51PM","00274593","SCRP"
"CR014217","HRS-59983","HRS","10/03/2021  8:20:30AM","00274593","SCRP"
"CR014219","HRS-59466","HRS","09/24/2021  4:35:29PM","00274593","SCRP"
"CR014220","HRS-60556","HRS","09/24/2021  4:39:10PM","00274593","SCRP"
"CR014221","HRS-59466","HRS","09/24/2021  4:37:22PM","00274593","SCRP"
"CR014223","HRS-60571","HRS","09/22/2021 11:04:13AM","00274593","HFIX"
"CR014223","HRS-60571","HRS","09/24/2021  9:01:53AM","00274593","HFIX"
"CR014224","HRS-55833","HRS","11/01/2021  4:30:47PM","00274593","SCRP"
"CR014226","HRS-60590","HRS","09/24/2021 10:31:08AM","00274593","HFIX"
"CR014228","HRS-60592","HRS","09/23/2021 11:04:41AM","00274593","SCRP"
"CR014230","HRS-60599","HRS","09/24/2021  2:46:54PM","00274593","HFIX"
"CR014230","HRS-60599","HRS","09/24/2021  2:53:47PM","00274593","HFIX"
"CR014230","HRS-60599","HRS","09/24/2021  2:58:22PM","00274593","HFIX"
"CR014236","HRS-60604","HRS","09/27/2021 10:58:43AM","00274593","HFIX"
"CR014243","HRS-60635","HRS","10/03/2021  8:24:44AM","00274593","SCRP"
"CR014244","HRS-60633","HRS","10/01/2021  8:31:45AM","00274593","HFIX"
"CR014252","HRS-60662","HRS","10/03/2021  8:25:07AM","00274593","SCRP"
"CR014257","HRS-60486","HRS","10/18/2021  4:41:38PM","00274593","SCRP"
"CR014259","HRS-60700","HRS","10/05/2021 12:06:38PM","00274593","HFIX"
"CR014260","HRS-60695","HRS","10/18/2021  4:41:53PM","00274593","SCRP"
"CR014261","HRS-60685","HRS","10/05/2021 12:04:16PM","00274593","HFIX"
"CR014263","HRS-60685","HRS","10/05/2021  3:09:17PM","00274593","HFIX"
"CR014268","HRS-60690","HRS","10/07/2021  2:20:38PM","00274593","SCRP"
"CR014270","HRS-60715","HRS","10/06/2021  4:03:41PM","00379213","HFIX"
"CR014271","HRS-60717","HRS","10/07/2021  1:46:49PM","00379213","HFIX"
"CR014273","HRS-60719","HRS","10/18/2021  4:42:10PM","00274593","SCRP"
"CR014275","HRS-60725","HRS","10/11/2021  4:35:24PM","00274593","SCRP"
"CR014276","HRS-60724","HRS","10/13/2021  8:19:31AM","00274593","SCRP"
"CR014278","HRS-60746","HRS","10/18/2021  4:42:27PM","00274593","SCRP"
"CR014281","HRS-60758","HRS","10/11/2021 10:30:38AM","00150774","HFIX"
"CR014285","HRS-60380","HRS","10/18/2021  4:40:31PM","00274593","SCRP"
"CR014286","HRS-60750","HRS","10/18/2021 12:41:04PM","00274593","HFIX"
"CR014287","HRS-60767","HRS","10/13/2021 11:26:57AM","00150774","HFIX"
"CR014289","HRS-60771","HRS","11/01/2021  4:32:24PM","00274593","SCRP"
"CR014292","HRS-60801","HRS","10/18/2021  4:43:19PM","00274593","SCRP"
"CR014293","HRS-60794","HRS","10/18/2021  4:42:54PM","00274593","SCRP"
"CR014295","HRS-60792","HRS","10/15/2021  4:38:59PM","00379213","SCRP"
"CR014296","HRS-60793","HRS","10/15/2021  5:23:33PM","00379213","HFIX"
"CR014297","HRS-60813","HRS","11/01/2021  4:32:59PM","00274593","SCRP"
"CR014298","HRS-60774","HRS","10/18/2021  4:45:48PM","00274593","SCRP"
"CR014299","HRS-60779","HRS","10/18/2021  4:44:19PM","00274593","SCRP"
"CR014301","HRS-60819","HRS","10/18/2021 11:07:22AM","00150774","HFIX"
"CR014302","HRS-60820","HRS","10/18/2021  2:20:11PM","00274593","HFIX"
"CR014304","HRS-60819","HRS","10/19/2021  8:54:13AM","00274593","HFIX"
"CR014305","HRS-60816","HRS","10/18/2021  4:46:29PM","00274593","SCRP"
"CR014306","HRS-60825","HRS","10/19/2021  1:46:48PM","00274593","HFIX"
"CR014306","HRS-60825","HRS","10/19/2021  1:47:41PM","00274593","HFIX"
"CR014306","HRS-60825","HRS","10/19/2021  1:48:12PM","00274593","HFIX"
"CR014306","HRS-60825","HRS","10/20/2021  9:57:34AM","00274593","HFIX"
"CR014307","HRS-60829","HRS","10/19/2021  2:31:02PM","00274593","SCRP"
"CR014308","HRS-60832","HRS","10/20/2021  1:14:04PM","00379213","SCRP"
"CR014309","HRS-59470","HRS","10/23/2021 12:46:22PM","00379213","HFIX"
"CR014310","HRS-59628","HRS","11/29/2021  5:19:23PM","00379213","HFIX"
"CR014311","HRS-60834","HRS","10/25/2021  3:44:38PM","00274593","HFIX"
"CR014315","HRS-60825","HRS","10/20/2021  4:01:46PM","00274593","HFIX"
"CR014315","HRS-60825","HRS","10/21/2021 12:06:39PM","00274593","HFIX"
"CR014315","HRS-60825","HRS","10/21/2021 12:07:45PM","00274593","HFIX"
"CR014315","HRS-60825","HRS","10/22/2021 12:00:54PM","00274593","HFIX"
"CR014315","HRS-60825","HRS","10/25/2021  9:06:55AM","00379213","HFIX"
"CR014315","HRS-60825","HRS","10/26/2021  9:11:15AM","00150774","HFIX"
"CR014315","HRS-60825","HRS","10/27/2021 11:24:39AM","00150774","HFIX"
"CR014315","HRS-60825","HRS","10/29/2021  8:47:30AM","00274593","HFIX"
"CR014315","HRS-60825","HRS","11/01/2021  8:57:26AM","00274593","HFIX"
"CR014315","HRS-60825","HRS","11/02/2021  3:27:42PM","00274593","HFIX"
"CR014315","HRS-60825","HRS","11/03/2021  2:32:56PM","00274593","HFIX"
"CR014315","HRS-60825","HRS","11/05/2021  8:46:47AM","00379213","HFIX"
"CR014317","HRS-60859","HRS","11/01/2021  4:34:05PM","00274593","SCRP"
"CR014320","HRS-60852","HRS","10/25/2021 10:18:25AM","00150774","SCRP"
"CR014323","HRS-60878","HRS","10/25/2021  1:04:11PM","00150774","HFIX"
"CR014331","HRS-60896","HRS","10/26/2021  5:02:30PM","00274593","HFIX"
"CR014332","HRS-60547","HRS","11/01/2021  4:32:02PM","00274593","SCRP"
"CR014334","HRS-59460","HRS","10/28/2021  5:30:55AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:31:58AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:32:50AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:33:48AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:34:37AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:35:44AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:36:50AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:37:45AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:38:34AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:39:21AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:40:14AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:41:05AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:41:46AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:42:48AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:43:26AM","00150774","HFIX"
"CR014334","HRS-59460","HRS","10/28/2021  5:43:58AM","00150774","HFIX"
"CR014339","HRS-60907","HRS","10/27/2021  5:11:53PM","00379213","HFIX"
"CR014339","HRS-60907","HRS","10/27/2021  5:13:02PM","00379213","HFIX"
"CR014339","HRS-60907","HRS","10/27/2021  5:14:52PM","00379213","HFIX"
"CR014339","HRS-60907","HRS","11/02/2021  4:52:29PM","00274593","HFIX"
"CR014339","HRS-60907","HRS","11/02/2021  4:53:41PM","00274593","HFIX"
"CR014339","HRS-60907","HRS","11/02/2021  4:54:27PM","00274593","HFIX"
"CR014339","HRS-60907","HRS","11/04/2021  9:16:42AM","00379213","HFIX"
"CR014339","HRS-60907","HRS","11/04/2021  9:18:51AM","00379213","HFIX"
"CR014339","HRS-60907","HRS","11/04/2021  9:20:23AM","00379213","HFIX"
"CR014339","HRS-60907","HRS","11/08/2021  5:13:00PM","00379213","HFIX"
"CR014339","HRS-60907","HRS","11/08/2021  5:14:45PM","00379213","HFIX"
"CR014339","HRS-60907","HRS","11/08/2021  5:14:54PM","00379213","HFIX"
"CR014339","HRS-60907","HRS","11/10/2021  4:52:21PM","00274593","HFIX"
"CR014339","HRS-60907","HRS","11/10/2021  4:53:26PM","00274593","HFIX"
"CR014339","HRS-60907","HRS","11/16/2021  1:58:00PM","00274593","HFIX"
"CR014339","HRS-60907","HRS","11/16/2021  2:02:18PM","00274593","HFIX"
"CR014340","HRS-59608","HRS","12/27/2021  6:23:28PM","00274593","HFIX"
"CR014341","HRS-59471","HRS","12/01/2021  6:12:17AM","00150774","HFIX"
"CR014342","HRS-60796","HRS","10/28/2021 10:17:33AM","00274593","HFIX"
"CR014345","HRS-60924","HRS","11/01/2021  4:34:25PM","00274593","SCRP"
"CR014346","HRS-60900","HRS","11/04/2021  4:39:11PM","00274593","SCRP"
"CR014348","HRS-60902","HRS","11/04/2021  4:38:35PM","00274593","SCRP"
"CR014351","HRS-60877","HRS","11/29/2021  5:20:47PM","00379213","HFIX"
"CR014352","HRS-60848","HRS","11/01/2021  4:33:31PM","00274593","SCRP"
"CR014353","HRS-60937","HRS","10/29/2021  9:32:23AM","00274593","SCRP"
"CR014353","HRS-60937","HRS","10/29/2021 12:04:46PM","00274593","SCRP"
"CR014353","HRS-60937","HRS","11/14/2021 10:47:44AM","00379213","SCRP"
"CR014354","HRS-60537","HRS","11/14/2021 10:47:18AM","00379213","SCRP"
"CR014355","HRS-60933","HRS","11/01/2021  8:29:54AM","00274593","HFIX"
"CR014357","HRS-60928","HRS","11/01/2021 11:29:23AM","00274593","HFIX"
"CR014359","HRS-60936","HRS","10/30/2021  9:11:13AM","00274593","HFIX"
"CR014360","HRS-60943","HRS","10/30/2021  9:09:09AM","00274593","HFIX"
"CR014361","HRS-60944","HRS","11/01/2021  4:34:46PM","00274593","SCRP"
"CR014362","HRS-60945","HRS","11/01/2021  4:35:01PM","00274593","SCRP"
"CR014365","HRS-60949","HRS","11/01/2021  4:35:29PM","00274593","SCRP"
"CR014370","HRS-60946","HRS","11/01/2021  4:36:21PM","00274593","SCRP"
"CR014372","HRS-60960","HRS","11/02/2021 10:09:49AM","00274593","HFIX"
"CR014375","HRS-60975","HRS","11/05/2021  1:55:58PM","00274593","HFIX"
"CR014377","HRS-60940","HRS","11/14/2021 10:20:17AM","00379213","SCRP"
"CR014377","HRS-60940","HRS","11/14/2021 10:20:23AM","00379213","SCRP"
"CR014381","HRS-60983","HRS","12/13/2021  4:44:16PM","00379213","SCRP"
"CR014383","HRS-61009","HRS","11/04/2021  2:09:52PM","00274593","HFIX"
"CR014384","HRS-61009","HRS","11/04/2021  2:52:53PM","00274593","HFIX"
"CR014385","HRS-61003","HRS","11/14/2021 10:20:36AM","00379213","SCRP"
"CR014388","HRS-61010","HRS","11/05/2021 10:52:56AM","00274593","SCRP"
"CR014389","HRS-59512","HRS","11/14/2021 10:19:57AM","00379213","SCRP"
"CR014394","HRS-61018","HRS","11/08/2021  3:14:17PM","00274593","HFIX"
"CR014395","HRS-61039","HRS","11/08/2021  1:56:27PM","00379213","HFIX"
"CR014396","HRS-61042","HRS","11/08/2021  3:13:31PM","00274593","SCRP"
"CR014398","HRS-60043","HRS","11/08/2021  2:04:25PM","00379213","SCRP"
"CR014399","HRS-61028","HRS","11/09/2021  7:47:19AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:49:59AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:51:38AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:53:42AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:54:29AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:55:41AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:56:52AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:58:08AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  7:59:26AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  8:01:08AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  8:06:53AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  8:54:23AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021  9:02:58AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021 11:27:25AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021 11:28:28AM","00150774","HFIX"
"CR014399","HRS-61028","HRS","11/09/2021 11:29:09AM","00150774","HFIX"
"CR014401","HRS-61050","HRS","11/09/2021 10:34:02AM","00274593","HFIX"
"CR014402","HRS-61027","HRS","11/10/2021 11:30:37AM","00379213","SCRP"
